source,model,point,block,name,description,longdescription,dtype,unit,category,meanings,labels
ss40k_inverter,40104,GridFreqLimit2Low,fixed,GridFreqLimit2Low,Grid Frequency Limits (Stage 2) Lower Limit (Hz),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Sets the upper and lower grid frequency thresholds. If grid frequency goes outside this range, the inverter will disconnect from the grid to protect the system and comply with grid safety standards. Data code: 40104.GridFreqLimit2Low",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit2LowTime,fixed,GridFreqLimit2LowTime,Grid Frequency Trip Time (Stage 2) Low Frequency Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid frequency must remain below the lower limit or above the upper limit (Stage 2) before the inverter disconnects from the grid. Data code: 40104.GridFreqLimit2LowTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit2High,fixed,GridFreqLimit2High,Grid Frequency Limits (Stage 2) Upper Limit (Hz),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Sets the upper and lower grid frequency thresholds. If grid frequency goes outside this range, the inverter will disconnect from the grid to protect the system and comply with grid safety standards. Data code: 40104.GridFreqLimit2High",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit2HighTime,fixed,GridFreqLimit2HighTime,Grid Frequency Trip Time (Stage 2) High Frequency Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid frequency must remain below the lower limit or above the upper limit (Stage 2) before the inverter disconnects from the grid. Data code: 40104.GridFreqLimit2HighTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit3Low,fixed,GridFreqLimit3Low,Grid Frequency Limits (Stage 3) Lower Limit (Hz),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Sets the upper and lower grid frequency thresholds. If grid frequency goes outside this range, the inverter will disconnect from the grid to protect the system and comply with grid safety standards. Data code: 40104.GridFreqLimit3Low",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit3LowTime,fixed,GridFreqLimit3LowTime,Grid Frequency Trip Time (Stage 3) Low Frequency Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid frequency must remain below the lower limit or above the upper limit (Stage 3) before the inverter disconnects from the grid. Data code: 40104.GridFreqLimit3LowTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit3High,fixed,GridFreqLimit3High,Grid Frequency Limits (Stage 3) Upper Limit (Hz),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Sets the upper and lower grid frequency thresholds. If grid frequency goes outside this range, the inverter will disconnect from the grid to protect the system and comply with grid safety standards. Data code: 40104.GridFreqLimit3High",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit3HighTime,fixed,GridFreqLimit3HighTime,Grid Frequency Trip Time (Stage 3) High Frequency Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid frequency must remain below the lower limit or above the upper limit (Stage 3) before the inverter disconnects from the grid. Data code: 40104.GridFreqLimit3HighTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,reserved11,fixed,reserved11,reserved11,Reserved Data code: 40104.reserved11,string,string,GridProtection,,
ss40k_inverter,40104,ConstantPowerFactorModeStatus,fixed,ConstantPowerFactorModeStatus,Power Factor Mode,Value from Site Configuration Grid/Grid Support/Constant Power Factor. Shows whether constant power-factor control is active. Data code: 40104.ConstantPowerFactorModeStatus,enum16,N/A,ConstantPowerFactorMode,"{0: 'disable', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Grid Support
ss40k_inverter,40104,ConstantPowerFactorExcited,fixed,ConstantPowerFactorExcited,Power Factor Setpoint Excitation,Value from Site Configuration Grid/Grid Support/Constant Power Factor. The target power factor and excitation. Under-excited = lagging (absorbing vars); Over-excited = leading (supplying vars). Data code: 40104.ConstantPowerFactorExcited,enum16,N/A,ConstantPowerFactorMode,"{0: 'Under-excited', 1: 'Over-excited', 2: 'Unknown'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Grid Support
ss40k_inverter,40104,ConstantPowerFactor,fixed,ConstantPowerFactor,Power Factor Setpoint Power Factor (PF),Value from Site Configuration Grid/Grid Support/Constant Power Factor. The target power factor and excitation. Under-excited = lagging (absorbing vars); Over-excited = leading (supplying vars). Data code: 40104.ConstantPowerFactor,int16,N/A,ConstantPowerFactorMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,reserved12,fixed,reserved12,reserved12,Reserved Data code: 40104.reserved12,string,string,ConstantPowerFactorMode,,
ss40k_inverter,40104,ConstantReactivePowerModeStatus,fixed,ConstantReactivePowerModeStatus,Reactive Power Mode Status,Value from Site Configuration Grid/Grid Support/Constant Reactive Power. Shows whether constant reactive-power control is active. Data code: 40104.ConstantReactivePowerModeStatus,enum16,N/A,ConstantReactivePowerMode,"{0: 'disable', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Grid Support
ss40k_inverter,40104,ConstantReactivePowerModeExcited,fixed,ConstantReactivePowerModeExcited,Reactive Power Mode Excitation,Value from Site Configuration Grid/Grid Support/Constant Reactive Power. Shows whether constant reactive-power control is active. Data code: 40104.ConstantReactivePowerModeExcited,enum16,N/A,ConstantReactivePowerMode,"{0: 'Under-excited', 1: 'Over-excited', 2: 'Unknown'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Grid Support
ss40k_inverter,40104,ReactivePowerPercentCMD,fixed,ReactivePowerPercentCMD,Reactive Power Setpoint,Value from Site Configuration Grid/Grid Support/Constant Reactive Power. Displays the reactive-power target as a percentage of rated power (vars). Excitation determines whether vars are supplied (leading) or absorbed (lagging). Data code: 40104.ReactivePowerPercentCMD,uint16,N/A,ConstantReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,reserved13,fixed,reserved13,reserved13,Reserved Data code: 40104.reserved13,string,string,ConstantReactivePowerMode,,
ss40k_inverter,40104,VoltageReactivePowerMode,fixed,VoltageReactivePowerMode,Volt-VAR Mode,Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Shows whether Volt-VAR (voltage-reactive power) control is active. This value is read-only and reflects the current configuration or utility command. Data code: 40104.VoltageReactivePowerMode,enum16,N/A,VoltageReactivePowerMode,"{0: 'disable', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Grid Support
ss40k_inverter,40104,AutonomousVrefAdjustment,fixed,AutonomousVrefAdjustment,Autonomous Vref Adjustment,Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Indicates whether the inverter autonomously adjusts its reference voltage (Vref). Data code: 40104.AutonomousVrefAdjustment,enum16,N/A,VoltageReactivePowerMode,"{0: 'disable', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Grid Support
ss40k_inverter,40104,Verf,fixed,Verf,Reference Voltage (Vref),Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Voltage reference used for Volt-VAR calculations. Data code: 40104.Verf,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,VrefAdjustmentTimeConstant,fixed,VrefAdjustmentTimeConstant,Vref Adjustment Time Constant,Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Time constant applied when adjusting Vref. Data code: 40104.VrefAdjustmentTimeConstant,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,UnderOverV1,fixed,UnderOverV1,Volt-VAR Voltage Breakpoints V1 (Voltage Point 1),Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Voltage points (V1-V4) that define the Volt-VAR curve breakpoints. Data code: 40104.UnderOverV1,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,UnderOverV2,fixed,UnderOverV2,Volt-VAR Voltage Breakpoints V2 (Voltage Point 2),Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Voltage points (V1-V4) that define the Volt-VAR curve breakpoints. Data code: 40104.UnderOverV2,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,UnderOverV3,fixed,UnderOverV3,Volt-VAR Voltage Breakpoints V3 (Voltage Point 3),Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Voltage points (V1-V4) that define the Volt-VAR curve breakpoints. Data code: 40104.UnderOverV3,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,UnderOverV4,fixed,UnderOverV4,Volt-VAR Voltage Breakpoints V4 (Voltage Point 4),Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Voltage points (V1-V4) that define the Volt-VAR curve breakpoints. Data code: 40104.UnderOverV4,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,Q1,fixed,Q1,Reactive Power Setpoint Q1,Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Reactive power at voltage point V1 on the Volt-VAR curve. Data code: 40104.Q1,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,Q2,fixed,Q2,Reactive Power Setpoint Q2,Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Reactive power at voltage point V2 on the Volt-VAR curve. Data code: 40104.Q2,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,Q3,fixed,Q3,Reactive Power Setpoint Q3,Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Reactive power at voltage point V3 on the Volt-VAR curve. Data code: 40104.Q3,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,Q4,fixed,Q4,Reactive Power Setpoint Q4,Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Reactive power at voltage point V4 on the Volt-VAR curve. Data code: 40104.Q4,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,VqOpenLoopResponseTime,fixed,VqOpenLoopResponseTime,Volt-VAR Open-Loop Response Time,Value from Site Configuration Grid/Grid Support/Volt-VAR (Voltage-Reactive Power). Response time used for open-loop Volt-VAR changes. Data code: 40104.VqOpenLoopResponseTime,uint16,N/A,VoltageReactivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
